,feature,divergence
22,PWGTP,4.546853146853147
23,WGTP,4.071717311313421
1,AGEP,1.0060613430963417
7,NPF,0.36443521102162
14,PINCP,0.3624771557613188
15,PINCP_DECILE,0.34941647429104633
11,INDP,0.3169480038674302
13,EDU,0.28688224418687336
16,POVPIP,0.26861116843602817
6,NOC,0.1470791045480787
12,INDP_CAT,0.08979980540461159
0,PUMA,0.08427153648344576
3,MSP,0.057771288020017415
10,DENSITY,0.03945098901969951
4,HISP,0.029662295991808828
9,OWN_RENT,0.024687412240529887
5,RAC1P,0.020651359443990273
2,SEX,0.018340865777761062
18,DREM,0.007367966269962861
19,DPHY,0.006272395239284356
21,DEAR,0.005313337906217339
17,DVET,0.003222145046011091
8,HOUSING_TYPE,0.0028407507634091306
20,DEYE,0.0017922766431712756
