PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
01-01301,20,1,6,0,1,N,N,3,0,2731.2,8680,14,7,17000.0,4,N,N,2,2,2,2,53,0
01-01301,69,1,6,0,1,N,N,2,0,2731.2,N,N,4,6000.0,2,N,N,1,1,1,1,8,0
01-01301,37,1,6,0,2,N,N,2,0,2731.2,770,3,6,0.0,0,N,N,2,1,2,2,31,0
01-01301,19,2,6,0,1,N,N,3,0,2731.2,8191,12,7,4500.0,2,N,N,2,2,2,2,75,0
01-01301,20,2,6,0,2,N,N,3,0,2731.2,7870,11,7,5000.0,2,N,N,2,2,2,2,67,0
01-01301,59,1,6,0,1,N,N,3,0,2731.2,N,N,5,12000.0,3,92,N,1,2,2,2,4,0
01-01301,21,2,6,0,1,N,N,3,0,2731.2,6670,8,7,1800.0,1,N,N,2,2,2,2,55,0
01-01301,19,1,6,0,2,N,N,3,0,2731.2,N,N,4,0.0,0,0,N,2,2,2,2,13,0
01-01301,93,2,3,0,1,N,N,2,0,2731.2,N,N,3,10800.0,3,N,N,1,1,1,2,72,0
01-01301,78,2,3,0,2,N,N,2,0,2731.2,N,N,5,12000.0,3,N,N,2,2,2,2,107,0
01-01301,19,1,6,0,1,N,N,3,0,2731.2,1280,4,7,3000.0,1,N,N,2,2,2,2,87,0
01-01301,18,2,6,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,79,0
01-01301,19,2,6,0,2,N,N,3,0,2731.2,5080,6,7,800.0,1,N,N,2,2,2,2,36,0
01-01301,46,1,6,0,1,N,N,2,0,2731.2,N,N,5,360.0,1,N,N,2,1,2,2,64,0
01-01301,58,1,6,0,1,N,N,2,0,2731.2,N,N,4,16000.0,4,N,N,1,1,2,2,76,0
01-01301,36,1,6,0,2,N,N,3,0,2731.2,N,N,4,9000.0,2,69,N,1,2,2,2,4,0
01-01301,20,1,6,0,2,N,N,3,0,2731.2,5170,6,7,17100.0,4,N,N,2,2,2,2,42,0
01-01301,20,1,6,0,2,N,N,3,0,2731.2,5170,6,7,17100.0,4,N,N,2,2,2,2,36,0
01-01301,20,2,6,0,2,N,N,3,0,2731.2,7870,11,7,5000.0,2,N,N,2,2,2,2,29,0
01-01301,82,2,3,0,1,N,N,2,0,2731.2,N,N,5,11300.0,3,N,N,1,1,2,2,10,0
01-01301,18,2,6,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,83,0
01-01301,18,2,6,0,2,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,96,0
01-01301,20,2,6,0,2,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,25,0
01-01301,19,2,6,0,2,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,31,0
01-01301,60,1,6,0,2,N,N,3,0,2731.2,N,N,5,12900.0,3,99,N,1,1,2,2,5,0
01-01301,20,1,6,0,2,N,N,3,0,2731.2,8680,14,7,450.0,1,N,N,2,2,2,2,50,0
01-01301,22,1,6,0,2,N,N,3,0,2731.2,8680,14,7,17000.0,4,N,N,2,2,2,2,61,0
