,feature,divergence
23,WGTP,5.112895256916996
22,PWGTP,4.193604108309989
1,AGEP,1.1715040532715686
14,PINCP,0.9018841712251454
15,PINCP_DECILE,0.7280699677157088
11,INDP,0.6250693673695893
7,NPF,0.41412847476388576
13,EDU,0.3978911295637273
12,INDP_CAT,0.20366624802850639
16,POVPIP,0.16201565265604673
6,NOC,0.16095687092948463
3,MSP,0.07248666312328983
10,DENSITY,0.040219344405370006
0,PUMA,0.040219344405370006
5,RAC1P,0.025581648056072305
4,HISP,0.020739206827309235
18,DREM,0.018966316118717137
2,SEX,0.016904961641803773
19,DPHY,0.011748091964367338
9,OWN_RENT,0.011467301946502133
17,DVET,0.006892726075816733
8,HOUSING_TYPE,0.004560329676989274
21,DEAR,0.003022325509963099
20,DEYE,0.0001988378061620437
