,feature,divergence
22,WGTP,4.764733851375773
21,PWGTP,4.105973326962534
0,PUMA,4.086246101871102
13,PINCP,3.2912594514809594
1,AGEP,2.5466006455525565
14,PINCP_DECILE,2.193337842148066
15,POVPIP,2.178873551344444
10,INDP,1.6309181413915133
12,EDU,1.3197926132398028
11,INDP_CAT,1.2830244142452687
7,NPF,0.8917963378844538
6,NOC,0.5602765733258052
3,MSP,0.549226486863613
5,RAC1P,0.42264311613937994
4,HISP,0.2024130733887145
18,DPHY,0.2006588995702373
17,DREM,0.19575836876588867
9,OWN_RENT,0.14364188816421797
8,HOUSING_TYPE,0.1350403359742306
16,DVET,0.090092193551735
19,DEYE,0.07696273804708803
20,DEAR,0.07342776935885548
2,SEX,0.030658900015460677
