,feature,divergence
7,RECEIPTS_NOISY,13.224184187469199
6,PAYROLL_NOISY,7.689510152998527
5,EMPLOYMENT_NOISY,4.448337925435718
4,TABWGT,3.356349187071868
64,ECNOEXPAND,2.8412771588355747
46,SCAMOUNT,2.681158880046951
56,ECBANKLOAN,2.640275846328334
59,ECPROFITS,2.587201800857089
50,ECSAVINGS,2.56758076014379
18,ACQYR1,2.3720293433466324
53,ECCREDIT,2.3462212574746992
62,ECDONTKNOW,2.251911727865794
52,ECEQUITY,2.2449691669312593
51,ECASSETS,2.2436269611509068
57,ECFAMLOAN,2.2089107008235795
61,ECOTHER,2.2079587147924333
55,ECGOVTGUAR,2.1986881857620872
54,ECGOVTLOAN,2.1964520296196857
58,ECVENTURE,2.1890863754797754
63,ECNOACCESS,2.188525522199561
60,ECGRANT,2.186740402632548
65,ECNOTREPORTED,2.18145521173587
31,ESTABLISHED,1.4774934174719723
68,OTHERBUS,1.3115020234043104
27,EDUC1,1.3087108796791025
129,NUMOWNERS,1.2593202387972973
1,SECTOR,1.231541726236658
28,AGE1,1.1721846324834377
108,ONLINEPURCH,1.1699472129336272
24,HOURS1,1.0672067404681291
21,FINANCIAL1,1.0609865115893085
69,INDIVIDUALS,0.9605639931546648
105,WEBSITE,0.9446896022657524
99,HEALTHINS,0.867126514934412
97,CONTRACTORS,0.8301228586423537
100,RETIREMENT,0.7116538428208317
128,FAMILYBUS,0.7041620504221154
19,PROVIDE1,0.695889256209195
102,HOLIDAYS,0.6897957436168378
26,SELFEMP1,0.6628192168033604
93,PARTTIME,0.6560527063971164
20,MANAGE1,0.5816391966566183
67,STATELOCAL,0.5749074676322117
32,SCSAVINGS,0.5727385932903438
127,HUSBWIFE,0.5304926241102563
38,SCBANKLOAN,0.5245681619770309
66,FEDERAL,0.5235575596547941
13,FOUNDED1,0.4857673335935701
95,TEMPSTAFF,0.4815599604271844
103,BENENABV,0.4771607271771166
70,CUSTNR,0.4619151661618024
25,PRMINC1,0.4608699713645173
47,HOMEBASED,0.45523407330803994
113,ACTIVITYNABV,0.45427766441500483
14,PURCHASED1,0.45260575095176436
8,PCT1,0.45029432152856924
71,EXPORTS,0.44835421670600883
109,LT40HOURS,0.43940428406355336
101,PROFITSHARE,0.425341535018818
0,FIPST,0.42414747916582707
107,ECOMMPCT,0.4239076213445437
106,ECOMMERCE,0.41231281290489175
110,LT12MONTHS,0.40820744615500093
33,SCASSETS,0.4080629567379668
29,BORNUS1,0.40596545011152474
35,SCCREDIT,0.40109937106003457
16,RECEIVED1,0.3899772252663599
15,INHERITED1,0.3861075799558674
22,FNCTNABV1,0.3859428132395716
111,SEASONAL,0.3849513329122839
43,SCDONTKNOW,0.3840067819651133
87,SPANISH,0.37365781501381945
44,SCNONENEEDED,0.3684258277019179
94,DAYLABOR,0.3680756480028018
48,FRANCHISE,0.36790358958615743
34,SCEQUITY,0.3595894822685002
39,SCFAMLOAN,0.35862526928601274
92,FULLTIME,0.3555964814490489
17,ACQUIRENR1,0.35307994105588997
23,FNCTNR1,0.35268298592400166
114,ACTIVITYNR,0.3521354465379398
112,OCCASIONALLY,0.3483520227850477
118,ONETIME,0.34377443972153754
117,DECEASED,0.34356467500068394
119,LOWSALES,0.3407743360239423
121,NOPERSCRED,0.3405547556911769
123,SOLDBUS,0.3396592122841607
120,NOBUSCRED,0.33963985333677627
124,CEASEOTHER,0.3393106387112902
116,RETIRED,0.3392460618911204
122,STARTANOTHER,0.3386774330480354
42,SCOTHER,0.3330486427780013
49,FRANCHISER50,0.32786973203423375
73,OUTSOURCE,0.3258064123789458
96,LEASED,0.3230797871755405
72,OPSOUTSIDE,0.32123855484766994
115,OPERATING,0.3207362442879394
84,POLISH,0.3167481031434577
37,SCGOVTGUAR,0.31653303107603586
76,CHINESE,0.3162339577332323
126,CEASENA,0.3155850427187952
85,PORTUGUESE,0.31348690792457073
125,CEASENR,0.31318879173964026
90,LANGOTHER,0.3114237047999157
89,VIETNAMESE,0.3112460210535385
75,ARABIC,0.3108765401427729
88,TAGALOG,0.3106169736445131
36,SCGOVTLOAN,0.31031700396025014
83,KOREAN,0.3100500380074361
81,ITALIAN,0.31001458182919117
80,HINDI,0.30999589915703746
77,FRENCH,0.3093263548623251
98,EMPNR,0.30902378034620265
40,SCVENTURE,0.3088306496288764
91,LANGNR,0.3087439535928551
79,GREEK,0.308640947486245
78,GERMAN,0.30793997703135223
86,RUSSIAN,0.3078613982647033
104,BENENR,0.3075161233302799
41,SCGRANT,0.30738175509163046
82,JAPANESE,0.3070378493442599
74,ENGLISH,0.30494457414566817
45,SCNOTREPORTED,0.3016671434861262
3,RG,0.19339690876515894
30,DISVET1,0.16442605516680908
12,VET1,0.1457070519057908
11,SEX1,0.13919575791614697
10,RACE1,0.10238005826704666
9,ETH1,0.04488802102876967
2,N07_EMPLOYER,0.0
