,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,16,2,N,9,2,2,0,6,2,2,55,2,N,2,2,60.0
1,47,2,N,3,1,5,1,6,1,1,38,2,N,1,4,60.0
2,81,2,N,3,3,3,0,N,2,2,78,2,N,2,0,40.0
3,83,2,N,7,1,3,2,8,6,1,68,1,N,1,3,40.0
4,31,2,N,6,1,6,1,8,7,1,25,2,N,1,7,60.0
5,79,2,N,7,3,4,0,5,2,1,51,2,N,3,4,60.0
6,23,2,3,11,1,3,1,9,6,1,89,2,N,1,6,40.0
7,36,2,N,4,1,3,2,0,6,1,51,2,N,1,3,60.0
8,53,2,N,4,1,N,1,0,8,2,14,2,N,1,N,60.0
9,62,2,N,11,1,1,1,9,8,1,41,2,N,1,9,80.0
10,45,2,N,11,1,2,2,9,2,2,22,2,N,1,0,60.0
11,80,2,N,5,1,4,1,3,8,1,41,2,N,1,5,60.0
12,56,2,N,6,1,4,1,4,6,1,59,2,N,1,9,60.0
13,16,2,N,1,1,6,1,0,6,1,53,2,N,1,0,80.0
14,78,2,N,9,2,4,0,4,5,2,63,2,N,2,2,60.0
15,70,2,N,5,2,4,0,4,8,2,49,2,N,2,3,60.0
16,67,2,N,5,1,3,1,6,8,1,65,2,N,1,7,60.0
17,68,2,N,12,2,2,0,8,1,1,30,2,N,3,8,60.0
18,59,2,N,11,1,1,2,5,8,2,33,2,N,1,8,60.0
19,76,2,N,10,1,3,2,3,9,2,80,2,N,1,4,60.0
20,50,2,N,8,1,5,2,7,9,2,63,2,N,1,1,60.0
21,71,2,N,5,3,5,0,4,2,1,56,2,N,3,1,60.0
22,45,2,N,11,1,5,2,9,2,1,71,2,N,1,2,60.0
23,26,2,N,10,3,2,0,5,2,1,34,2,N,3,9,60.0
24,61,2,N,3,1,2,1,5,6,1,27,2,N,1,2,60.0
25,39,2,N,12,1,5,2,9,2,1,73,1,N,1,3,40.0
26,34,2,N,8,1,4,2,7,6,2,64,2,N,1,7,80.0
27,71,2,N,9,1,2,2,9,9,2,44,2,N,1,7,60.0
28,59,2,N,4,1,2,2,2,8,2,47,2,N,1,2,80.0
29,87,2,5,10,1,6,2,8,3,2,66,2,N,1,2,40.0
30,45,2,5,3,1,5,1,3,6,2,65,2,N,1,0,40.0
31,81,2,N,6,1,4,1,8,9,1,25,2,N,1,2,60.0
32,57,2,N,10,1,4,1,5,9,1,42,2,N,1,9,60.0
33,41,1,N,9,1,5,2,4,9,2,38,2,N,1,5,40.0
34,9,2,N,N,1,N,1,N,5,2,1,2,N,1,N,80.0
35,54,2,N,7,1,5,2,6,8,1,31,2,N,1,3,60.0
36,42,2,N,4,1,4,1,0,9,1,46,2,N,1,7,60.0
37,56,2,N,9,1,6,1,9,3,1,59,2,N,1,7,60.0
38,73,2,N,12,1,3,1,9,2,1,93,1,N,1,9,60.0
39,67,2,N,6,1,1,1,0,5,2,61,2,N,1,0,80.0
40,48,2,N,11,1,2,1,9,6,2,51,2,N,1,7,60.0
41,55,2,N,10,1,2,1,8,3,1,38,2,N,1,8,80.0
42,50,1,N,3,1,5,2,7,2,2,74,1,N,1,2,60.0
43,60,2,N,8,1,1,1,7,5,2,54,2,N,1,6,60.0
44,31,2,N,8,1,2,1,5,9,2,40,2,N,1,0,60.0
45,37,2,N,5,2,2,0,4,6,1,30,2,N,2,0,60.0
46,3,2,N,4,1,N,2,N,8,1,13,2,N,1,N,80.0
47,57,2,N,6,3,5,0,2,1,1,51,2,N,2,0,40.0
48,25,2,N,3,1,3,1,4,9,2,82,2,N,1,1,60.0
49,39,2,N,7,1,5,2,0,3,2,49,2,N,1,2,60.0
50,30,2,N,10,1,3,2,6,6,2,82,2,N,1,8,60.0
51,6,2,N,4,1,N,2,N,3,1,14,2,N,1,N,80.0
52,63,2,N,2,1,1,2,N,1,2,52,2,N,1,3,60.0
53,55,2,N,1,1,4,2,8,2,2,38,2,N,1,1,60.0
54,25,2,N,6,1,6,1,0,6,1,21,2,N,1,0,80.0
55,68,2,N,5,1,2,2,3,3,2,44,2,N,1,4,60.0
56,35,2,N,4,1,6,1,2,7,1,15,2,N,1,0,60.0
57,68,2,N,4,1,1,1,3,5,1,67,2,N,1,6,60.0
58,71,2,N,10,1,2,1,6,9,2,34,2,N,1,0,60.0
59,62,2,N,10,1,1,2,3,8,2,30,2,N,1,0,60.0
60,75,2,N,5,3,3,0,9,2,1,79,2,N,2,5,40.0
61,66,1,N,8,1,1,2,6,9,1,24,2,N,1,9,40.0
62,66,2,N,6,1,3,1,2,3,1,61,1,N,1,1,40.0
63,5,2,N,N,1,N,1,N,5,1,2,2,N,1,N,80.0
64,75,2,N,9,1,4,2,5,3,1,84,1,N,1,3,40.0
65,26,2,N,4,2,5,0,0,1,1,56,1,N,3,1,20.0
66,36,2,N,11,1,4,2,9,2,2,80,2,N,1,7,60.0
67,59,2,N,10,1,6,1,3,3,2,30,2,N,1,4,60.0
68,7,2,N,6,1,1,2,3,3,2,39,2,N,1,4,60.0
69,48,2,N,10,1,2,2,4,2,2,34,2,N,1,8,60.0
70,10,2,N,N,1,N,1,N,7,2,2,2,N,1,N,80.0
71,29,2,N,8,1,3,2,5,3,2,82,2,N,1,7,60.0
72,91,2,N,4,1,3,2,2,9,2,63,1,N,1,1,40.0
73,64,2,N,7,1,2,1,0,6,2,60,2,N,1,0,80.0
74,68,2,N,1,1,1,1,3,3,1,33,2,N,1,7,60.0
75,53,2,N,6,1,4,2,6,3,2,58,2,N,1,4,60.0
76,64,2,N,9,1,2,1,7,8,1,35,2,N,1,7,80.0
77,4,2,N,3,1,N,1,N,4,1,10,2,N,1,N,80.0
