,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,32,2,N,5,1,2,1,6,8,2,30,2,N,1,5,60.0
1,70,2,N,10,1,5,2,9,9,1,43,2,N,1,7,60.0
2,78,2,N,6,1,3,2,1,1,1,68,2,N,1,3,60.0
3,17,2,N,5,1,6,1,0,5,2,18,2,N,1,0,80.0
4,21,2,N,8,2,6,0,0,6,1,21,2,N,3,1,60.0
5,94,2,4,6,1,3,2,2,8,2,58,2,N,1,5,40.0
6,35,2,N,9,1,5,2,8,8,2,36,2,N,1,3,60.0
7,24,2,N,6,3,2,0,4,2,1,36,2,N,2,7,40.0
8,64,2,N,1,1,5,1,1,8,1,53,2,N,1,7,60.0
9,15,2,N,1,1,6,1,0,8,2,44,2,N,1,7,60.0
10,84,2,N,1,1,2,2,3,1,2,58,2,N,1,0,60.0
11,68,2,N,7,1,3,2,7,9,2,64,2,N,1,3,60.0
12,46,2,N,10,1,4,2,9,3,2,35,2,N,1,7,60.0
13,86,2,N,11,1,3,1,6,6,2,66,2,N,1,9,60.0
14,7,2,N,1,3,N,0,N,1,1,13,1,N,2,N,40.0
15,48,2,N,8,2,4,0,3,1,2,36,2,N,2,0,60.0
16,63,2,N,5,3,2,0,5,3,1,77,1,N,3,3,40.0
17,50,2,N,8,1,4,1,3,6,1,44,2,N,1,6,60.0
18,40,2,N,4,3,5,0,2,2,2,70,2,N,2,0,40.0
19,54,2,N,9,1,5,2,0,9,2,38,2,N,1,5,60.0
20,9,2,N,3,3,5,0,N,2,2,77,1,N,3,4,40.0
21,13,2,N,3,1,5,2,N,2,1,52,2,N,1,0,60.0
22,72,2,N,4,1,3,2,3,9,2,63,1,N,1,1,40.0
23,2,2,N,4,1,N,2,1,8,1,13,2,N,1,N,60.0
24,84,2,N,8,1,3,2,2,9,2,51,2,N,1,8,60.0
25,53,2,N,9,1,1,1,6,7,2,62,2,N,1,0,60.0
26,81,2,N,4,1,3,2,5,9,1,80,1,N,1,3,40.0
27,58,2,N,4,1,4,1,5,9,1,46,2,N,1,7,60.0
28,40,2,N,9,3,2,0,5,2,2,55,2,N,2,2,40.0
29,70,2,N,11,1,1,2,5,3,2,34,2,N,1,4,60.0
30,80,2,N,6,1,4,2,2,3,1,68,1,N,1,3,40.0
31,75,2,N,5,1,5,2,2,9,1,31,2,N,1,2,80.0
32,64,2,N,9,3,5,0,0,1,2,75,2,N,2,5,40.0
33,73,2,N,12,1,3,1,8,2,1,93,1,N,1,9,40.0
34,72,2,N,7,1,3,1,4,9,2,55,2,N,1,6,60.0
35,27,2,N,11,1,1,1,9,3,1,75,2,N,1,9,80.0
36,79,2,N,6,2,4,0,5,1,2,69,2,N,2,2,60.0
37,23,2,N,4,1,6,1,1,7,2,17,2,N,1,0,60.0
38,56,2,N,7,1,2,1,6,6,1,59,2,N,1,4,60.0
39,32,2,N,12,1,4,2,9,8,1,52,2,N,1,3,60.0
40,55,1,N,6,1,4,2,0,3,2,58,2,N,1,4,40.0
41,35,2,N,4,1,2,2,5,6,1,42,2,N,1,4,60.0
42,43,2,N,1,1,4,1,2,6,2,49,2,N,1,2,80.0
43,14,2,N,3,3,5,0,N,1,2,54,2,N,3,1,60.0
44,19,2,N,7,1,6,1,1,7,2,50,2,N,1,3,60.0
45,11,2,N,4,1,N,2,N,9,2,14,2,N,1,N,80.0
46,30,2,N,7,1,2,1,6,6,2,60,2,N,1,0,60.0
47,12,2,N,1,3,N,0,N,9,1,4,2,N,3,N,80.0
48,47,2,N,10,1,1,2,4,8,2,30,2,N,1,0,60.0
49,88,2,N,3,1,3,2,3,3,1,80,2,N,1,4,60.0
50,27,2,N,11,1,2,1,0,6,1,31,2,N,1,8,60.0
51,6,2,N,3,1,N,1,N,7,2,13,2,N,1,N,80.0
52,79,2,N,3,1,3,2,2,5,2,54,1,N,1,0,40.0
53,35,2,N,7,1,1,1,0,7,1,66,1,N,1,6,40.0
54,30,2,N,7,1,5,1,7,6,1,38,2,N,1,3,60.0
55,67,2,N,9,1,1,2,8,3,2,33,2,N,1,8,80.0
56,69,2,N,7,1,5,2,0,8,1,31,2,N,1,3,60.0
57,47,2,N,11,1,4,2,8,2,1,77,2,N,1,3,60.0
58,67,2,N,6,1,6,2,4,9,1,22,2,N,1,2,60.0
59,87,2,N,10,1,4,2,8,9,1,84,2,N,1,7,60.0
60,70,2,N,3,2,4,0,0,2,1,70,2,N,2,1,80.0
61,42,2,N,6,1,1,1,0,4,2,26,2,N,1,4,60.0
62,14,2,N,1,1,N,1,N,5,1,4,2,N,1,N,80.0
63,89,1,N,1,1,3,1,6,8,2,74,2,N,1,0,40.0
64,79,2,N,10,1,3,1,9,3,1,86,2,N,1,8,60.0
65,22,2,N,9,1,5,2,2,8,1,49,1,N,1,7,40.0
66,27,2,N,5,3,2,0,4,6,1,30,2,N,2,0,40.0
67,58,2,N,4,1,3,2,0,6,1,51,2,N,1,3,60.0
68,72,2,N,3,1,5,2,4,2,2,74,1,N,1,2,40.0
69,46,2,N,4,1,4,1,0,8,1,54,2,N,1,9,60.0
70,56,2,N,5,1,2,1,9,9,2,79,2,N,1,5,60.0
71,36,2,N,5,1,2,1,6,8,1,32,2,N,1,2,60.0
72,90,2,N,11,1,2,1,7,6,2,51,2,N,1,7,80.0
73,64,2,N,8,1,4,1,7,6,2,66,2,N,1,8,60.0
74,25,2,N,3,2,6,0,3,6,2,60,2,N,3,0,40.0
75,78,2,N,6,1,1,2,6,9,2,32,2,N,1,0,60.0
76,23,2,N,11,1,6,1,5,9,2,59,2,N,1,8,60.0
77,55,2,N,8,1,1,1,7,5,2,54,2,N,1,6,60.0
78,44,2,N,7,1,1,1,9,5,2,72,2,N,1,6,60.0
79,54,2,N,11,1,1,1,9,8,1,41,2,N,1,9,80.0
80,59,2,N,10,1,2,1,3,3,1,38,2,N,1,8,60.0
81,67,2,N,5,1,4,2,4,6,1,79,2,N,1,3,60.0
82,34,2,N,10,1,6,1,7,3,1,30,2,N,1,1,60.0
83,24,2,N,4,1,6,2,0,5,2,21,2,N,1,3,60.0
84,5,2,N,1,2,N,0,N,2,2,3,2,N,3,N,60.0
85,30,2,N,9,3,2,0,0,6,2,85,2,N,2,0,60.0
86,44,2,N,8,1,4,2,9,9,1,62,2,N,1,2,60.0
