,Target samples,Deid. samples
0,32,0
1,0,0
2,0,0
3,0,0
4,340,13
5,0,0
6,0,0
7,2026,147
8,0,0
9,0,0
10,28,3
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,126,24
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,1328,476
27,0,0
28,0,0
29,0,0
30,756,323
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,12589,9179
43,53488,40207
44,39304,31100
45,0,0
46,31921,27081
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,5167,7861
61,0,0
62,32,53
63,0,0
64,0,0
65,67,125
66,2812,5411
67,0,0
68,436,935
69,0,0
70,8796,20773
71,81,194
72,0,0
73,84,230
74,1484,4325
75,0,0
76,0,0
77,0,0
78,63,225
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,4,27
88,0,0
89,0,0
90,0,0
91,33,341
92,82,951
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,10856
