PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
01-01301,18,2,6,0,9,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,79,0
01-01301,27,1,6,0,1,N,N,3,0,2731.2,3291,4,7,15400.0,4,116,N,2,2,2,2,5,0
01-01301,74,2,3,0,2,N,N,2,0,2731.2,N,N,9,12900.0,3,N,N,2,1,2,2,19,0
01-01301,22,1,6,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,10,0
01-01301,18,2,6,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,85,0
01-01301,20,1,6,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,29,0
01-01301,20,1,6,4,2,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,79,0
01-01301,89,1,3,0,2,N,N,2,0,2731.2,N,N,4,35400.0,6,N,N,2,1,2,2,14,0
01-01301,21,2,6,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,57,0
01-01301,21,2,6,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,34,0
01-01301,83,2,6,0,6,N,N,2,0,2731.2,N,N,5,9300.0,2,N,N,1,1,2,2,11,0
01-01301,62,1,6,0,2,N,N,2,0,2731.2,N,N,5,22800.0,5,N,N,2,1,2,2,15,0
01-01301,21,1,6,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,9,0
01-01301,19,2,6,0,1,N,N,3,0,2731.2,7870,11,7,10000.0,2,N,N,2,2,2,2,90,0
01-01301,18,2,6,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,76,0
01-01301,18,2,6,0,9,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,73,0
01-01301,79,1,3,0,2,N,N,2,0,2731.2,N,N,5,27600.0,5,N,N,2,1,2,2,15,0
