PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
48-02516,52,2,4,0,2,N,N,3,0,1338.4,N,N,7,0.0,0,0,N,2,2,2,2,22,0
48-02102,92,2,3,1,1,N,N,2,0,450.9,N,N,3,14000.0,3,N,N,1,1,2,2,18,0
48-02515,24,1,6,0,2,N,N,2,0,2134.8,770,3,7,600.0,1,N,N,2,2,2,2,99,0
48-02101,59,1,4,0,1,N,N,2,0,357.4,8680,14,3,4000.0,2,N,N,1,1,1,1,71,0
48-02102,37,1,5,1,1,N,N,2,0,450.9,7770,10,3,17000.0,4,N,N,2,2,2,2,57,0
48-02515,63,1,6,0,1,N,N,2,0,2134.8,N,N,9,720.0,1,N,N,2,1,2,2,74,0
48-02507,82,2,2,0,1,N,N,2,0,3731.1,N,N,7,0.0,0,N,N,1,2,2,2,23,0
48-02101,38,1,4,1,1,N,N,3,0,357.4,2870,4,3,100.0,1,0,N,2,2,2,2,3,0
48-02102,84,1,2,1,1,N,N,2,0,450.9,N,N,4,12000.0,3,N,N,1,2,2,2,66,0
48-02515,28,1,6,0,2,N,N,3,0,2134.8,9920,18,5,0.0,0,0,N,2,2,2,2,11,0
48-02101,19,2,6,0,1,N,N,3,0,357.4,8680,14,7,1400.0,1,N,N,2,2,2,2,84,0
48-02515,53,2,6,0,1,N,N,3,0,2134.8,7690,10,6,17200.0,4,133,N,2,1,2,2,11,0
48-02510,92,2,3,0,1,N,N,2,0,3092.4,N,N,4,23700.0,4,N,N,2,1,2,1,30,0
48-02515,56,2,6,1,1,N,N,2,0,2134.8,N,N,8,0.0,0,N,N,2,2,2,2,115,0
48-02101,85,2,3,0,1,N,N,2,0,357.4,N,N,4,20400.0,4,N,N,1,1,2,2,82,0
48-02101,24,1,6,0,2,N,N,2,0,357.4,7580,10,5,0.0,0,N,N,2,2,2,2,83,0
48-02102,79,1,2,0,1,N,N,2,0,450.9,N,N,5,12000.0,3,N,N,2,1,2,2,20,0
48-02515,37,2,2,1,1,N,N,2,0,2134.8,170,0,8,16700.0,4,N,N,2,2,2,2,127,0
48-02515,22,2,6,1,1,N,N,2,0,2134.8,8680,14,4,2600.0,2,N,N,2,2,2,2,99,0
48-02102,81,2,3,0,1,N,N,2,0,450.9,N,N,7,12000.0,3,N,N,1,1,2,2,21,0
48-02510,77,2,3,0,1,N,N,2,0,3092.4,N,N,5,22010.0,4,N,N,2,1,2,1,77,0
48-02515,63,1,6,0,1,N,N,2,0,2134.8,N,N,9,720.0,1,N,N,1,1,2,2,58,0
48-02102,28,1,6,1,1,N,N,2,0,450.9,N,N,6,0.0,0,N,N,2,2,2,2,69,0
48-02101,92,2,3,0,1,N,N,2,0,357.4,N,N,5,18800.0,4,N,N,1,1,2,2,66,0
48-02510,71,1,2,0,1,N,N,2,0,3092.4,N,N,5,0.0,0,N,N,2,1,2,2,27,0
48-02515,31,2,2,0,9,N,N,2,0,2134.8,8680,14,7,20.0,1,N,N,2,2,2,2,107,0
48-02515,38,2,4,0,1,N,N,2,0,2134.8,8680,14,5,9200.0,2,N,N,2,2,2,2,66,0
48-02102,21,2,6,0,1,N,N,3,0,450.9,7870,11,8,900.0,1,N,N,2,2,2,2,8,0
48-02510,79,2,2,0,1,N,N,2,0,3092.4,N,N,9,9000.0,2,N,N,1,1,2,2,17,0
48-02515,88,2,3,0,1,N,N,2,0,2134.8,N,N,5,9000.0,2,N,N,1,1,2,2,69,0
48-02102,79,2,6,0,1,N,N,2,0,450.9,N,N,5,15000.0,3,N,N,1,1,2,1,14,0
48-02102,37,1,6,1,1,N,N,2,0,450.9,8680,14,7,13000.0,3,N,N,2,2,2,1,78,0
48-02102,18,1,6,1,1,N,N,3,0,450.9,N,N,5,0.0,0,0,N,2,2,2,2,3,0
48-02515,31,2,6,1,1,N,N,2,0,2134.8,8680,14,7,7800.0,2,N,N,2,2,2,2,85,0
48-02102,41,1,5,1,1,N,N,2,0,450.9,N,N,3,0.0,0,N,N,2,2,2,2,77,0
48-02515,51,2,4,0,2,N,N,2,0,2134.8,8670,14,8,0.0,0,N,N,2,2,2,2,49,0
48-02515,51,2,2,0,1,N,N,2,0,2134.8,8680,14,7,29500.0,5,N,N,2,2,2,2,59,0
48-02102,92,1,4,0,1,N,N,2,0,450.9,N,N,4,9600.0,3,N,N,1,1,1,1,11,0
48-02510,88,2,3,0,1,N,N,2,0,3092.4,N,N,7,9000.0,2,N,N,1,1,2,1,23,0
48-02515,43,2,2,0,1,N,N,2,0,2134.8,9470,16,7,8200.0,2,N,N,2,2,2,2,53,0
48-02510,79,2,6,0,2,N,N,2,0,3092.4,N,N,5,9000.0,2,N,N,1,1,2,2,87,0
48-02515,92,2,3,0,1,N,N,2,0,2134.8,N,N,9,8610.0,2,N,N,1,1,2,1,33,0
48-02507,33,2,6,1,1,N,N,3,0,3731.1,N,N,6,9000.0,2,69,N,1,1,2,2,11,0
48-02515,56,1,6,0,2,N,N,2,0,2134.8,N,N,3,360.0,1,N,N,1,1,2,2,79,0
48-02102,27,2,6,0,1,N,N,3,0,450.9,9160,15,7,2900.0,2,N,N,2,2,2,2,8,0
48-02510,44,2,6,0,2,N,N,3,0,3092.4,N,N,6,9100.0,2,70,N,1,1,2,2,4,0
48-02515,20,1,6,0,2,N,N,2,0,2134.8,8680,14,5,0.0,0,N,N,2,2,2,2,86,0
48-02102,21,2,6,4,1,N,N,3,0,450.9,7860,11,7,15000.0,3,N,N,2,2,2,2,69,0
48-02515,31,2,2,1,1,N,N,2,0,2134.8,8680,14,7,110.0,1,N,N,2,2,2,2,108,0
48-02102,66,2,2,0,1,N,N,2,0,450.9,N,N,4,13200.0,3,N,N,2,1,2,2,12,0
48-02101,63,1,6,0,1,N,N,2,0,357.4,N,N,9,720.0,1,N,N,1,1,2,2,93,0
48-02515,38,1,4,0,2,N,N,2,0,2134.8,N,N,7,9800.0,3,N,N,1,2,2,2,85,0
48-02101,24,2,6,0,7,N,N,3,0,357.4,7870,11,7,15000.0,3,N,N,2,2,2,2,12,0
48-02102,35,1,6,1,1,N,N,2,0,450.9,N,N,6,0.0,0,N,N,2,2,2,2,92,0
48-02101,73,2,4,0,1,N,N,2,0,357.4,N,N,7,24000.0,5,N,N,2,1,2,2,56,0
48-02102,19,1,6,0,1,N,N,3,0,450.9,8590,14,7,0.0,0,N,N,2,2,2,2,77,0
48-02507,63,1,6,0,1,N,N,2,0,3731.1,N,N,9,720.0,1,N,N,2,1,2,2,27,0
48-02507,35,2,6,0,6,N,N,3,0,3731.1,N,N,8,0.0,0,0,N,1,2,2,2,3,0
48-02102,29,1,6,0,1,N,N,2,0,450.9,N,N,5,0.0,0,N,N,2,2,2,2,80,0
48-02102,79,1,2,0,1,N,N,2,0,450.9,N,N,5,12000.0,3,N,N,2,1,2,2,56,0
48-02515,84,2,3,0,1,N,N,2,0,2134.8,N,N,5,19200.0,4,N,N,1,2,2,2,98,0
48-02515,25,2,6,1,1,N,N,2,0,2134.8,8690,14,5,25000.0,5,N,N,2,2,2,2,97,0
48-02515,20,2,6,0,2,N,N,2,0,2134.8,8680,14,4,2400.0,1,N,N,2,2,2,2,98,0
48-02515,34,1,6,0,1,N,N,3,0,2134.8,570,2,5,1600.0,1,12,N,2,2,2,2,48,0
48-02515,28,1,2,0,2,N,N,2,0,2134.8,7580,10,3,0.0,0,N,N,1,2,2,2,87,0
48-02515,21,1,6,4,1,N,N,3,0,2134.8,9670,17,5,900.0,1,N,N,1,2,2,2,133,0
48-02101,22,1,2,0,1,N,N,3,0,357.4,5391,6,5,2000.0,1,15,N,2,2,2,2,4,0
48-02515,62,2,5,0,3,N,N,2,0,2134.8,8170,12,1,150000.0,9,N,N,2,2,2,2,113,0
48-02102,83,1,2,0,1,N,N,2,0,450.9,N,N,5,13200.0,3,N,N,1,1,2,2,102,0
48-02102,45,1,6,0,1,N,N,3,0,450.9,N,N,5,13200.0,3,103,N,2,2,2,2,15,0
48-02102,21,2,6,4,1,N,N,3,0,450.9,7860,11,7,15000.0,3,N,N,2,2,2,2,6,0
48-02102,23,2,6,4,1,N,N,3,0,450.9,7870,11,7,9000.0,2,N,N,2,2,2,2,7,0
48-02510,31,2,6,0,1,N,N,2,0,3092.4,N,N,5,6000.0,2,N,N,2,1,1,1,19,0
48-02507,63,1,6,0,1,N,N,2,0,3731.1,N,N,9,720.0,1,N,N,1,1,2,2,23,0
48-02515,50,2,6,0,2,N,N,2,0,2134.8,N,N,4,6000.0,2,N,N,2,2,2,2,94,0
48-02510,92,2,3,0,1,N,N,2,0,3092.4,N,N,5,9000.0,2,N,N,1,1,2,2,15,0
48-02515,29,2,6,0,1,N,N,2,0,2134.8,8680,14,4,0.0,0,N,N,2,2,2,2,105,0
48-02510,92,2,3,0,1,N,N,2,0,3092.4,N,N,9,9000.0,2,N,N,2,1,2,2,15,0
48-02102,54,1,4,0,1,N,N,2,0,450.9,770,3,6,35000.0,6,N,N,2,2,2,2,59,0
48-02515,32,1,6,1,1,N,N,2,0,2134.8,770,3,6,32400.0,5,N,N,2,2,2,2,84,0
48-02515,53,2,2,0,1,N,N,2,0,2134.8,8680,14,7,27300.0,5,N,N,2,2,2,2,116,0
48-02102,84,1,2,1,1,N,N,2,0,450.9,N,N,4,12000.0,3,N,N,1,2,2,2,16,0
48-02515,46,2,5,1,8,N,N,2,0,2134.8,N,N,6,0.0,0,N,N,2,2,1,2,118,0
48-02515,63,1,6,0,1,N,N,2,0,2134.8,N,N,9,720.0,1,N,N,1,1,2,2,82,0
48-02507,49,2,4,0,1,N,N,3,0,3731.1,7490,10,8,25000.0,5,192,N,1,2,2,2,3,0
48-02515,48,1,6,0,1,N,N,2,0,2134.8,N,N,8,0.0,0,N,N,1,1,2,2,97,0
48-02507,55,2,6,0,2,N,N,2,0,3731.1,N,N,1,8500.0,2,N,N,1,1,2,2,2,0
48-02102,28,1,6,1,1,N,N,2,0,450.9,N,N,6,0.0,0,N,N,2,2,2,2,78,0
48-02515,77,2,3,0,1,N,N,2,0,2134.8,N,N,5,8600.0,2,N,N,1,2,2,2,72,0
48-02515,44,1,4,0,2,N,N,2,0,2134.8,770,3,6,12000.0,3,N,N,2,2,2,2,99,0
48-02515,67,2,4,0,1,N,N,2,0,2134.8,7860,11,5,0.0,0,N,N,1,1,2,2,35,0
48-02101,15,1,6,0,2,N,N,2,0,357.4,N,N,4,0.0,0,N,N,2,2,2,2,68,0
48-02101,28,1,4,0,1,N,N,2,0,357.4,7770,10,7,2000.0,1,N,N,2,2,2,2,71,0
48-02101,30,2,6,1,1,N,N,2,0,357.4,8680,14,3,5000.0,2,N,N,1,2,2,2,82,0
48-02515,77,2,3,0,1,N,N,2,0,2134.8,N,N,5,8600.0,2,N,N,1,2,2,2,29,0
48-02510,68,2,4,4,1,N,N,2,0,3092.4,N,N,10,4480.0,2,N,N,1,1,2,2,25,0
48-02101,19,2,6,0,1,N,N,3,0,357.4,5070,6,7,15000.0,3,N,N,2,2,2,1,12,0
48-02102,67,1,6,0,2,N,N,2,0,450.9,N,N,7,0.0,0,N,N,2,2,2,2,75,0
48-02507,83,2,3,0,1,N,N,2,0,3731.1,N,N,7,12600.0,3,N,N,1,1,2,2,76,0
48-02515,28,1,6,4,8,N,N,2,0,2134.8,770,3,4,2000.0,1,N,N,2,2,2,2,87,0
48-02102,41,1,5,1,1,N,N,2,0,450.9,N,N,3,0.0,0,N,N,2,2,2,2,58,0
48-02515,82,2,2,0,1,N,N,2,0,2134.8,N,N,7,0.0,0,N,N,1,2,2,2,92,0
48-02515,59,2,2,0,1,N,N,2,0,2134.8,4980,6,7,2000.0,1,N,N,2,2,2,2,50,0
48-02510,76,1,2,0,2,N,N,2,0,3092.4,N,N,5,8100.0,2,N,N,2,1,2,2,70,0
48-02102,39,1,6,0,1,N,N,2,0,450.9,4880,6,5,26000.0,5,N,N,2,2,2,2,94,0
48-02102,92,2,3,0,1,N,N,2,0,450.9,N,N,9,15400.0,3,N,N,1,1,2,2,18,0
48-02102,83,2,3,0,1,N,N,2,0,450.9,N,N,5,12000.0,3,N,N,1,1,2,2,21,0
48-02102,21,1,6,0,2,N,N,3,0,450.9,6190,7,7,2000.0,1,N,N,2,2,2,2,64,0
48-02507,33,2,6,1,1,N,N,3,0,3731.1,N,N,6,9000.0,2,69,N,1,1,2,2,20,0
48-02101,30,1,6,1,1,N,N,3,0,357.4,5070,6,7,4100.0,2,31,N,2,2,2,2,6,0
48-02515,92,2,3,0,1,N,N,2,0,2134.8,N,N,11,9000.0,2,N,N,1,1,1,1,93,0
48-02507,60,1,6,0,1,N,N,2,0,3731.1,N,N,6,9200.0,2,N,N,1,1,2,2,3,0
48-02101,27,1,2,4,1,N,N,2,0,357.4,8680,14,5,4000.0,2,N,N,2,2,2,2,81,0
48-02510,83,2,3,0,1,N,N,2,0,3092.4,N,N,7,12600.0,3,N,N,1,1,2,2,104,0
