,Target,QID Combination,DiSCO Score
0,DVET,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.8536
1,DVET,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.8519
2,DVET,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.8765
3,DVET,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.8587
4,DVET,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.8183
5,DVET,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.8297
6,DVET,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.7187
7,DVET,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.8585
8,DVET,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.8036
9,DVET,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.801
10,DVET,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.8882
11,DVET,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.8552
12,DVET,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.7903
13,DVET,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.8036
14,DVET,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.8913
15,DVET,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.8672
16,DVET,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.8473
17,DVET,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.8724
18,DVET,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.8093
19,DVET,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.8875
20,DVET,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.8218
21,PINCP_DECILE,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0054
22,PINCP_DECILE,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0034
23,PINCP_DECILE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.1634
24,PINCP_DECILE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0052
25,PINCP_DECILE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.1656
26,PINCP_DECILE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0949
27,PINCP_DECILE,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0074
28,PINCP_DECILE,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.1715
29,PINCP_DECILE,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0091
30,PINCP_DECILE,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.1667
31,PINCP_DECILE,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.1057
32,PINCP_DECILE,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.1635
33,PINCP_DECILE,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0071
34,PINCP_DECILE,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.1655
35,PINCP_DECILE,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0952
36,PINCP_DECILE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.1691
