,Target,QID Combination,DiSCO Score
37,PINCP_DECILE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.1663
38,PINCP_DECILE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.1773
39,PINCP_DECILE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.1642
40,PINCP_DECILE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.1166
41,PINCP_DECILE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.1775
42,HOUSING_TYPE,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.5284
43,HOUSING_TYPE,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0714
44,HOUSING_TYPE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.3813
45,HOUSING_TYPE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.9233
46,HOUSING_TYPE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.6097
47,HOUSING_TYPE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.527
48,HOUSING_TYPE,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.5277
49,HOUSING_TYPE,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.748
50,HOUSING_TYPE,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.89
51,HOUSING_TYPE,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.6768
52,HOUSING_TYPE,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.6829
53,HOUSING_TYPE,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.381
54,HOUSING_TYPE,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.9189
55,HOUSING_TYPE,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.6085
56,HOUSING_TYPE,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.525
57,HOUSING_TYPE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.9101
58,HOUSING_TYPE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.6401
59,HOUSING_TYPE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.6637
60,HOUSING_TYPE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.8666
61,HOUSING_TYPE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.8936
62,HOUSING_TYPE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.6665
63,DEYE,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.8136
64,DEYE,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.5728
65,DEYE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.8064
66,DEYE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.7002
67,DEYE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.6952
68,DEYE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.8257
69,DEYE,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.822
70,DEYE,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.8631
71,DEYE,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.8296
72,DEYE,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.7828
73,DEYE,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.8085
74,DEYE,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.819
75,DEYE,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.7109
76,DEYE,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.7363
77,DEYE,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.8381
78,DEYE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.8361
79,DEYE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.8183
80,DEYE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.851
81,DEYE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.7561
82,DEYE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.8522
83,DEYE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.7845
84,AGEP,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0005
85,AGEP,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
86,AGEP,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0
87,AGEP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
88,AGEP,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0
89,AGEP,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0335
90,AGEP,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0013
91,AGEP,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0005
92,AGEP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0011
93,AGEP,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0005
94,AGEP,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0344
95,AGEP,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
96,AGEP,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
97,AGEP,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0012
98,AGEP,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0333
99,AGEP,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
100,AGEP,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0
101,AGEP,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0334
102,AGEP,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0012
103,AGEP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.034
104,AGEP,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0347
105,OWN_RENT,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0195
106,OWN_RENT,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0634
107,OWN_RENT,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.008
108,OWN_RENT,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0245
109,OWN_RENT,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.026
110,OWN_RENT,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0301
111,OWN_RENT,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0695
112,OWN_RENT,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0209
113,OWN_RENT,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0666
114,OWN_RENT,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0619
115,OWN_RENT,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0765
116,OWN_RENT,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.068
117,OWN_RENT,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0816
118,OWN_RENT,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0779
119,OWN_RENT,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0791
120,OWN_RENT,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.028
121,OWN_RENT,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0284
122,OWN_RENT,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0315
123,OWN_RENT,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0364
124,OWN_RENT,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.0867
125,OWN_RENT,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0689
126,MSP,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1796
127,MSP,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0448
128,MSP,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0066
129,MSP,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.262
130,MSP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0371
131,MSP,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.121
132,MSP,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2154
133,MSP,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1795
134,MSP,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.3034
135,MSP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2352
136,MSP,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2513
137,MSP,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0475
138,MSP,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.2784
139,MSP,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0482
140,MSP,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.1557
141,MSP,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.263
142,MSP,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0393
143,MSP,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.1216
144,MSP,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.2881
145,MSP,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.2902
146,MSP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.1845
147,EDU,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0084
148,EDU,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0036
149,EDU,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0036
150,EDU,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0284
151,EDU,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0019
152,EDU,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0067
153,EDU,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0175
154,EDU,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0093
155,EDU,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0381
156,EDU,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0184
157,EDU,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0201
158,EDU,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0051
159,EDU,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0398
160,EDU,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0033
161,EDU,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.011
162,EDU,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0296
163,EDU,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0033
164,EDU,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0081
165,EDU,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0553
166,EDU,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0312
167,EDU,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0102
