,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,71,2,7,2,1,2,N,5,0,2,N,N,2,N,N,0,0.0,0,N,48-02510,27,1,1,0,79,2,7,2,2,1,N,2,N,N,N,15220.0,3,N,20,0,62.5
1,18,2,2,2,2,2,N,5,1,3,N,N,6,N,N,0,0.0,0,0,48-02102,3,1,1,0,24,2,2,2,2,2,N,2,N,N,N,0.0,0,N,50,0,75.0
2,79,2,7,2,1,1,N,5,0,2,N,N,6,N,N,0,9000.0,2,N,48-02510,87,2,2,0,60,2,7,2,1,1,N,2,N,N,N,0.0,0,N,72,0,75.0
3,73,2,2,2,1,2,N,7,0,2,N,N,4,N,N,0,24000.0,5,N,48-02101,56,1,2,0,46,2,2,1,1,1,N,2,N,N,N,0.0,0,N,67,0,62.5
4,32,2,6,2,2,2,N,6,1,2,770,3,6,N,N,0,32400.0,5,N,48-02515,84,1,1,0,26,2,6,2,2,2,N,2,770,N,N,15700.0,3,N,79,0,75.0
5,15,2,2,2,2,2,N,4,0,2,N,N,6,N,N,0,0.0,0,N,48-02101,68,2,1,0,15,2,2,2,2,2,N,2,N,N,N,0.0,0,N,84,0,93.75
6,44,2,7,2,1,1,N,6,0,3,N,N,6,N,N,0,9100.0,2,70,48-02507,9,2,2,0,60,2,7,2,1,2,N,3,N,N,N,9300.0,2,70,3,0,75.0
7,49,2,2,2,2,2,N,7,0,1,8680,14,4,0,N,2,30000.0,5,233,48-02102,114,1,2,114,50,2,2,2,2,2,N,1,8680,0,2,47800.0,6,366,66,67,56.25
8,70,1,2,2,1,2,N,9,0,1,6991,9,1,0,2,2,102100.0,9,501,48-02101,82,1,1,82,42,2,2,2,2,2,N,1,6890,0,3,51000.0,7,501,82,82,56.25
9,69,2,5,1,2,2,N,8,1,1,N,N,1,0,2,1,0.0,0,326,48-02516,14,1,2,16,36,2,5,2,2,2,N,1,N,3,5,0.0,0,265,334,334,56.25
