,INDP,count_target,count_deidentified
3,1070,3,0.0
51,1080,1,0.0
5,1180,10,0.0
23,1190,2,0.0
18,1270,9,0.0
9,1280,6,0.0
35,1370,7,0.0
49,1590,1,0.0
42,1670,1,0.0
13,1691,4,0.0
45,1880,1,0.0
27,1890,2,0.0
22,1990,10,0.0
44,2070,6,0.0
7,2090,2,0.0
48,2180,1,0.0
25,2190,6,0.0
20,2290,7,0.0
12,2370,5,0.0
19,2390,3,0.0
46,2480,1,0.0
39,2490,1,0.0
21,2570,1,0.0
15,2590,1,0.0
10,2670,5,0.0
1,2770,3,0.0
4,2870,6,0.0
6,2880,2,0.0
40,2890,1,0.0
43,2970,2,0.0
16,2980,1,0.0
29,3095,3,0.0
38,3170,1,0.0
37,3180,1,0.0
0,3291,12,0.0
33,3365,3,0.0
17,3370,2,0.0
31,3380,8,0.0
28,3390,6,0.0
24,3490,4,0.0
2,3570,15,0.0
14,3580,18,0.0
36,3590,2,0.0
52,3680,4,0.0
34,3690,1,0.0
47,3770,6,0.0
50,3780,1,0.0
53,3790,1,0.0
41,3875,1,0.0
30,3895,3,0.0
8,3960,8,0.0
32,3970,2,0.0
26,3980,7,0.0
11,3990,7,0.0
