,feature,divergence
1,AGEP,13.280113017071676
23,WGTP,12.26396011724231
22,PWGTP,12.21123338082849
11,INDP,7.210612721492506
14,PINCP,7.117408411686704
13,EDU,5.513344927536233
12,INDP_CAT,4.9793631820069875
15,PINCP_DECILE,4.841817992834899
10,DENSITY,2.7598804123632514
16,POVPIP,2.712508321767487
3,MSP,2.3144174473634314
7,NPF,2.1302285765807016
17,DVET,2.0098891219658377
9,OWN_RENT,0.8035458203169332
2,SEX,0.6802520561552694
6,NOC,0.6542355998407311
0,PUMA,0.545999539152759
5,RAC1P,0.4648204489375464
19,DPHY,0.14160623844465742
18,DREM,0.11347539982351298
8,HOUSING_TYPE,0.07086210786970967
4,HISP,0.05809118874874875
21,DEAR,0.03791139576193671
20,DEYE,0.025811320754716982
