,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,54,2,N,7,1,1,1,4,7,1,66,1,N,1,6,40.0
1,47,2,N,12,1,2,1,0,6,1,38,2,N,1,9,60.0
2,70,2,N,9,1,2,1,6,3,2,42,2,N,1,7,60.0
3,47,2,N,6,1,6,2,5,9,1,22,2,N,1,2,60.0
4,76,2,N,8,1,2,2,6,9,2,40,1,N,1,7,40.0
5,52,2,N,1,1,1,1,2,3,1,33,2,N,1,7,60.0
6,64,2,N,7,1,3,2,2,9,2,64,2,N,1,3,80.0
7,51,2,N,11,1,3,1,6,6,2,66,2,N,1,9,60.0
8,23,2,N,9,1,2,2,0,9,2,44,2,N,1,7,60.0
9,39,2,N,1,1,1,2,4,8,1,77,2,N,1,2,60.0
10,22,2,N,3,1,3,2,8,3,1,80,2,N,1,4,60.0
11,56,2,N,10,1,4,2,9,9,1,84,2,N,1,7,60.0
12,55,2,N,8,1,3,1,2,8,2,82,2,N,1,3,60.0
13,62,2,N,7,1,6,2,0,5,1,34,2,N,1,5,60.0
14,45,2,N,5,1,3,1,2,7,2,52,2,N,1,7,60.0
15,68,2,N,4,1,3,2,8,6,1,51,2,N,1,3,60.0
16,57,2,N,12,1,2,2,3,6,2,29,2,N,1,0,60.0
17,49,2,N,5,1,3,2,0,3,1,47,2,N,1,1,60.0
18,29,2,N,8,1,2,1,4,6,2,50,2,N,1,2,60.0
19,50,2,N,7,1,2,2,3,5,2,28,2,N,1,0,60.0
20,78,2,N,6,1,4,1,5,9,1,25,2,N,1,2,60.0
21,43,2,N,8,1,6,1,6,5,2,52,2,N,1,7,60.0
22,43,2,N,10,1,1,1,8,5,2,64,2,N,1,0,60.0
23,69,2,N,9,1,5,2,2,8,2,36,2,N,1,3,60.0
24,78,2,N,10,1,6,0,7,6,1,37,2,N,3,8,40.0
25,40,2,N,5,1,2,1,4,8,1,32,2,N,1,2,60.0
26,26,2,N,4,1,4,1,0,3,2,51,2,N,1,3,60.0
27,46,2,N,7,1,6,1,2,7,2,50,2,N,1,3,60.0
28,52,2,N,12,1,5,1,3,6,2,49,2,N,1,9,60.0
