PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-00503,18,1,6,0,1,N,N,3,0,2872.7,8680,14,5,5000.0,1,N,N,2,2,2,2,72,0
25-00703,21,2,6,0,1,N,N,3,0,2195.3,5790,6,7,0.0,0,N,N,2,2,2,2,6,0
25-00503,22,2,6,0,6,N,N,3,0,2872.7,7290,10,9,18000.0,3,N,N,2,2,2,2,80,0
25-01300,58,1,6,0,1,N,N,2,0,1457.2,N,N,8,0.0,0,N,N,1,2,2,2,57,0
25-00703,18,2,6,0,1,N,N,3,0,2195.3,8590,14,7,3300.0,1,N,N,2,2,2,2,24,0
25-00703,18,1,6,0,9,N,N,3,0,2195.3,7770,10,5,200000.0,9,N,N,2,2,2,2,90,0
25-00503,21,2,6,0,1,N,N,3,0,2872.7,8680,14,7,1000.0,1,N,N,2,2,2,2,24,0
25-00503,18,1,6,0,1,N,N,3,0,2872.7,N,N,7,0.0,0,N,N,2,2,2,2,58,0
25-01000,57,2,2,0,1,N,N,2,0,2447.1,N,N,6,17200.0,3,N,N,2,1,2,2,69,0
25-00503,20,1,6,0,1,N,N,3,0,2872.7,5170,6,5,11300.0,2,N,N,2,2,2,2,75,0
25-00503,89,2,6,0,1,N,N,2,0,2872.7,N,N,8,0.0,0,N,N,1,1,1,1,70,0
25-01300,57,2,4,0,1,N,N,3,0,1457.2,5490,6,7,12300.0,2,93,N,2,2,2,2,10,0
25-01300,18,1,6,0,1,N,N,3,0,1457.2,N,N,7,0.0,0,N,N,1,2,2,2,72,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,5275,6,7,2000.0,1,N,N,2,2,2,2,69,0
25-00703,21,2,6,0,1,N,N,3,0,2195.3,7870,11,7,6000.0,1,N,N,1,2,2,2,13,0
25-00503,21,2,6,0,1,N,N,3,0,2872.7,7870,11,7,11600.0,2,N,N,2,2,2,2,32,0
25-01300,21,2,2,4,1,N,N,3,0,1457.2,9470,16,5,0.0,0,N,N,2,2,2,2,82,0
25-00703,19,2,6,0,1,N,N,3,0,2195.3,5370,6,7,2000.0,1,N,N,2,2,2,2,67,0
25-01300,18,2,6,0,1,N,N,3,0,1457.2,4971,6,5,5600.0,1,N,N,2,2,2,2,34,0
25-01300,88,2,6,0,1,N,N,3,0,1457.2,N,N,7,2200.0,1,18,N,1,2,2,2,29,0
25-01300,19,2,6,0,1,N,N,3,0,1457.2,8670,14,5,9300.0,2,N,N,2,2,2,2,34,0
25-00703,19,2,6,0,1,N,N,3,0,2195.3,5370,6,7,2000.0,1,N,N,2,2,2,2,74,0
25-01300,81,2,4,0,1,N,N,2,0,1457.2,N,N,4,13500.0,2,N,N,1,1,1,2,75,0
25-02800,53,1,6,0,1,N,N,3,0,3683.9,9480,16,5,14000.0,3,106,N,1,2,2,2,27,0
25-01300,39,2,6,0,2,N,N,3,0,1457.2,N,N,1,2800.0,1,21,N,1,1,2,2,38,0
25-01000,94,2,3,0,1,N,N,2,0,2447.1,N,N,5,2800.0,1,N,N,1,2,2,2,25,0
25-00503,21,1,6,0,1,N,N,3,0,2872.7,7870,11,7,1000.0,1,N,N,2,2,2,2,35,0
25-01300,20,2,6,0,1,N,N,3,0,1457.2,7870,11,7,4200.0,1,N,N,2,2,2,2,81,0
25-01300,19,1,6,0,1,N,N,3,0,1457.2,N,N,7,0.0,0,N,N,2,2,2,2,53,0
25-02800,69,1,2,0,2,N,N,2,0,3683.9,N,N,4,0.0,0,N,5,1,1,2,2,18,0
25-01300,18,2,6,0,1,N,N,3,0,1457.2,8590,14,7,10100.0,2,N,N,2,2,2,2,40,0
25-00503,90,2,6,0,1,N,N,3,0,2872.7,N,N,10,0.0,0,0,N,2,2,2,2,33,0
25-00703,17,1,6,0,2,N,N,2,0,2195.3,N,N,4,0.0,0,N,N,1,2,2,2,20,0
25-01000,69,1,2,0,2,N,N,2,0,2447.1,N,N,4,0.0,0,N,5,1,1,2,2,21,0
25-01000,34,1,6,2,1,N,N,3,0,2447.1,6170,7,4,3500.0,1,26,N,2,2,2,2,164,0
25-00703,19,1,6,0,1,N,N,3,0,2195.3,4971,6,7,10000.0,2,N,N,2,2,2,2,27,0
25-01300,41,2,6,2,8,N,N,3,0,1457.2,8680,14,7,12000.0,2,91,N,2,2,2,2,11,0
25-00503,20,2,6,2,1,N,N,3,0,2872.7,N,N,7,0.0,0,N,N,2,2,2,2,67,0
25-01000,89,2,3,0,1,N,N,2,0,2447.1,N,N,5,13000.0,2,N,N,1,1,2,2,18,0
25-01000,24,2,6,0,6,N,N,3,0,2447.1,8470,13,5,6900.0,2,52,N,2,2,2,2,12,0
25-00703,21,1,6,4,1,N,N,3,0,2195.3,6570,8,8,7680.0,2,N,N,2,2,2,2,6,0
25-02800,31,1,6,4,8,N,N,3,0,3683.9,4971,6,8,2000.0,1,15,N,2,2,2,2,24,0
25-00703,18,2,6,0,1,N,N,3,0,2195.3,5275,6,5,1400.0,1,N,N,1,2,2,2,47,0
25-00503,27,2,6,0,1,N,N,3,0,2872.7,7870,11,9,8000.0,2,N,N,2,2,2,2,83,0
25-01300,88,2,3,0,1,N,N,2,0,1457.2,N,N,5,13500.0,2,N,N,2,2,1,1,18,0
25-00503,18,2,6,0,1,N,N,3,0,2872.7,8590,14,5,2000.0,1,N,N,1,2,2,2,66,0
25-00703,83,2,6,0,1,N,N,3,0,2195.3,N,N,5,4800.0,1,39,N,2,1,2,2,18,0
25-01300,62,2,4,0,1,N,N,3,0,1457.2,7860,11,8,4900.0,1,37,N,2,2,2,2,9,0
25-00703,21,2,6,0,1,N,N,3,0,2195.3,7870,11,7,6000.0,1,N,N,1,2,2,2,92,0
25-00703,19,2,6,0,1,N,N,3,0,2195.3,9170,15,5,3500.0,1,N,N,2,2,2,2,27,0
25-01300,18,1,6,0,1,N,N,3,0,1457.2,8470,13,5,3500.0,1,N,N,2,2,2,2,64,0
25-01300,89,2,6,0,1,N,N,2,0,1457.2,N,N,5,30000.0,4,N,N,1,2,2,2,58,0
25-00503,85,2,2,0,1,N,N,2,0,2872.7,N,N,5,0.0,0,N,N,1,1,2,1,81,0
25-00503,52,2,6,0,1,N,N,3,0,2872.7,N,N,9,9300.0,2,70,N,2,2,2,2,8,0
25-00703,94,2,3,0,1,N,N,2,0,2195.3,N,N,5,9000.0,2,N,N,2,1,2,2,19,0
25-01000,77,2,6,0,1,N,N,3,0,2447.1,N,N,1,1400.0,1,11,N,2,1,2,1,11,0
25-00703,27,1,2,0,1,N,N,3,0,2195.3,N,N,9,0.0,0,N,N,1,2,2,2,45,0
25-01000,88,2,4,0,1,N,N,2,0,2447.1,N,N,5,10500.0,2,N,N,1,1,2,2,85,0
