,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,63,2,N,1,1,6,2,4,9,2,82,1,N,1,2,40.0
1,60,2,N,12,3,2,0,8,1,1,30,2,N,3,8,80.0
2,40,2,N,10,1,2,2,1,3,2,34,2,N,1,2,60.0
3,72,2,N,5,1,4,1,6,8,1,41,2,N,1,5,60.0
4,48,2,N,9,1,2,1,6,8,2,60,2,N,1,4,60.0
5,40,2,N,3,1,2,1,2,6,1,27,2,N,1,2,80.0
6,31,2,N,9,2,6,0,5,9,1,56,2,N,3,1,40.0
7,73,2,N,5,2,5,0,1,2,1,56,2,N,3,1,60.0
8,45,2,N,9,1,4,1,6,8,2,61,2,N,1,0,60.0
9,10,2,N,9,3,2,0,0,6,2,85,2,N,2,0,60.0
10,26,2,N,10,2,6,0,1,6,1,37,2,N,3,8,40.0
11,43,2,N,10,1,4,2,5,8,2,32,2,N,1,9,60.0
12,58,2,N,1,1,6,1,0,6,1,53,2,N,1,0,80.0
13,30,2,N,5,3,2,0,0,8,1,51,2,N,2,0,60.0
14,30,2,N,11,1,2,1,9,6,1,31,2,N,1,8,60.0
15,50,2,N,2,1,1,2,N,1,2,52,2,N,1,3,60.0
16,38,2,N,8,2,6,0,0,6,1,21,2,N,3,1,40.0
17,84,2,N,9,1,2,1,8,8,1,35,2,N,1,7,60.0
18,20,2,N,2,1,6,1,2,1,1,15,2,N,1,0,60.0
19,78,2,N,1,1,2,2,0,8,1,44,2,N,1,4,60.0
20,50,2,N,12,1,3,1,9,6,1,71,2,N,1,9,80.0
21,16,2,N,11,1,2,1,5,2,2,37,2,N,1,6,60.0
22,59,2,N,3,1,5,2,2,6,2,78,1,N,1,1,40.0
23,37,2,N,6,1,5,1,3,3,2,43,2,N,1,6,60.0
24,56,2,N,7,1,4,2,5,6,1,54,2,N,1,7,60.0
25,95,2,N,3,1,2,1,0,8,2,45,2,N,1,8,60.0
26,62,2,N,1,1,1,1,0,3,1,33,2,N,1,7,60.0
27,53,2,N,6,1,1,2,6,9,2,32,2,N,1,0,60.0
28,27,2,N,3,3,5,0,0,2,2,77,1,N,3,4,40.0
29,76,2,N,5,1,3,2,3,3,1,47,2,N,1,1,60.0
30,47,2,N,6,3,2,0,0,2,1,36,2,N,2,7,40.0
31,38,2,N,8,1,2,2,2,1,2,51,2,N,1,9,60.0
32,23,2,N,10,3,2,0,0,6,1,55,2,N,2,7,40.0
33,2,2,N,4,1,N,1,N,8,2,14,2,N,1,N,80.0
34,59,1,N,4,1,5,1,1,3,1,71,2,N,1,3,40.0
35,87,2,N,4,1,4,1,6,3,2,51,2,N,1,3,60.0
36,18,2,N,3,3,6,0,0,6,2,60,2,N,3,0,80.0
37,0,2,N,4,1,N,2,N,8,1,13,2,N,1,N,80.0
38,40,2,N,3,1,2,1,0,2,1,88,2,N,1,3,60.0
39,72,2,N,2,1,1,1,N,1,2,60,2,N,1,0,60.0
40,27,2,N,5,1,2,2,4,3,2,44,2,N,1,4,80.0
41,52,2,N,7,3,4,0,2,5,1,45,2,N,2,3,40.0
42,43,2,N,8,1,4,1,6,8,2,60,2,N,1,7,60.0
43,27,2,N,9,1,5,2,6,8,1,49,1,N,1,7,40.0
44,89,2,N,4,1,2,2,0,6,1,42,2,N,1,4,60.0
45,65,2,N,10,1,5,2,8,8,2,60,2,N,1,2,60.0
