PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-00703,28,1,6,0,1,N,N,3,0,2195.3,7860,11,9,35000.0,5,N,N,2,2,2,2,60,0
25-00503,20,1,6,0,1,N,N,3,0,2872.7,N,N,7,0.0,0,N,N,2,2,2,2,81,0
25-00703,20,2,6,0,1,N,N,3,0,2195.3,7870,11,7,3600.0,1,N,N,2,2,2,2,11,0
25-00703,20,1,6,0,1,N,N,3,0,2195.3,770,3,5,2500.0,1,N,N,2,2,2,2,12,0
25-00503,21,1,6,0,1,N,N,3,0,2872.7,7870,11,7,4500.0,1,N,N,2,2,2,2,56,0
25-00703,21,1,6,0,1,N,N,3,0,2195.3,7870,11,7,3000.0,1,N,N,2,2,2,2,12,0
25-01300,44,1,6,4,8,N,N,2,0,1457.2,770,3,5,0.0,0,N,N,2,2,2,2,56,0
25-00503,22,1,6,0,6,N,N,3,0,2872.7,6992,9,9,0.0,0,N,N,2,2,2,2,13,0
25-02800,95,2,3,0,1,N,N,2,0,3683.9,N,N,5,10400.0,2,N,N,1,1,2,1,50,0
25-00503,19,2,6,0,9,N,N,3,0,2872.7,2170,4,7,6000.0,1,N,N,2,2,2,2,41,0
25-00703,20,2,6,0,1,N,N,3,0,2195.3,4971,6,7,4000.0,1,N,N,2,2,2,2,89,0
25-00703,20,2,6,0,1,N,N,3,0,2195.3,4971,6,7,4000.0,1,N,N,2,2,2,2,88,0
25-00503,18,2,6,0,1,N,N,3,0,2872.7,7860,11,7,800.0,1,N,N,2,2,2,2,26,0
25-00703,21,1,6,0,1,N,N,3,0,2195.3,7870,11,7,12500.0,2,N,N,2,2,2,2,14,0
25-00703,21,1,6,0,1,N,N,3,0,2195.3,8680,14,7,8000.0,2,N,N,2,2,2,2,84,0
25-00503,95,2,2,0,1,N,N,2,0,2872.7,N,N,5,4800.0,1,N,N,1,1,2,1,49,0
25-00503,21,2,6,0,1,N,N,3,0,2872.7,7380,10,7,10000.0,2,N,N,2,2,2,2,11,0
25-00503,19,2,6,0,1,N,N,3,0,2872.7,7380,10,7,5600.0,1,N,N,2,2,2,2,40,0
25-00503,89,1,3,0,1,N,N,2,0,2872.7,N,N,9,0.0,0,N,N,2,1,1,1,68,0
25-01300,20,2,6,0,1,N,N,3,0,1457.2,7870,11,7,2500.0,1,N,N,2,2,2,2,35,0
