,feature,divergence
13,EDU,4.397549034701481
14,PINCP,3.962269184749216
22,PWGTP,3.1463623340897287
10,DENSITY,3.13601234556628
7,NPF,2.443224131757966
1,AGEP,2.317369005128821
11,INDP,1.9954667850222503
0,PUMA,1.8835926909435292
23,WGTP,1.7961819202695115
16,POVPIP,1.7083055633522224
15,PINCP_DECILE,1.4648532327912003
12,INDP_CAT,1.1577065474671766
3,MSP,0.5022525721753269
5,RAC1P,0.4566711823672032
9,OWN_RENT,0.4437243636467579
6,NOC,0.18375310888686688
4,HISP,0.10354497511508576
8,HOUSING_TYPE,0.037042170595795204
2,SEX,0.03059288187562481
19,DPHY,0.024775449059595146
18,DREM,0.013362868010913104
21,DEAR,0.0048678192933917196
17,DVET,0.002628010265021818
20,DEYE,0.0023244248399930806
